Vaccine,Geography.Type,Geography,Survey.Year.Influenza.Season,Dimension.Type,Dimension,Estimate....,X95..CI....,Sample.Size,State,Year,Insured,Uninsured,UrbanicityIndex
Tdap,States,Wisconsin,2019,Race and Ethnicity,Hispanic,82.7,75.5 to 88.5,144,WI,2019,1588800,113400,3.4535347156802865
Tdap,States,Wisconsin,2018,Race and Ethnicity,Hispanic,82.7,75.1 to 88.8,131,WI,2018,1581300,119300,3.4535347156802865
Tdap,States,Wisconsin,2017,Race and Ethnicity,Hispanic,78.5,70.6 to 85.1,138,WI,2017,1598500,101600,3.4535347156802865
Tdap,States,Wisconsin,2016,Race and Ethnicity,Hispanic,83.2,76.0 to 88.9,146,WI,2016,1600500,106500,3.4535347156802865
Tdap,States,Wisconsin,2019,Race and Ethnicity,"Black, Non-Hispanic",68.8,61.6 to 75.4,198,WI,2019,1588800,113400,3.4535347156802865
Tdap,States,Wisconsin,2020,Race and Ethnicity,"Black, Non-Hispanic",69.6,63.7 to 75.1,269,WI,2020,NA,NA,3.4535347156802865
Tdap,States,Wisconsin,2015,Race and Ethnicity,"Black, Non-Hispanic",56.8,51.7 to 61.8,530,WI,2015,1606200,110100,3.4535347156802865
Tdap,States,Wisconsin,2015,Race and Ethnicity,Hispanic,64.2,55.9 to 72.0,153,WI,2015,1606200,110100,3.4535347156802865
Tdap,States,Wisconsin,2014,Race and Ethnicity,Hispanic,56.8,48.6 to 64.8,153,WI,2014,1567500,148400,3.4535347156802865
Tdap,States,Wisconsin,2013,Race and Ethnicity,Hispanic,39.8,32.1 to 47.9,162,WI,2013,1535700,182600,3.4535347156802865
Tdap,States,Wisconsin,2012,Race and Ethnicity,Hispanic,18.5,12.8 to 25.4,168,WI,2012,1530500,188500,3.4535347156802865
Tdap,States,Wisconsin,2020,Age,25-34 Years,83.1,79.1 to 86.6,924,WI,2020,NA,NA,3.4535347156802865
Tdap,States,Wisconsin,2019,Age,25-34 Years,80.3,75.0 to 84.9,469,WI,2019,1588800,113400,3.4535347156802865
Tdap,States,Wisconsin,2015,Age,25-34 Years,71.8,66.3 to 76.8,656,WI,2015,1606200,110100,3.4535347156802865
Tdap,States,Wisconsin,2012,Age,>=35 Years,13.8,6.9 to 23.7,160,WI,2012,1530500,188500,3.4535347156802865
Tdap,States,Wisconsin,2014,Age,>=35 Years,59.8,46.6 to 72.0,142,WI,2014,1567500,148400,3.4535347156802865
Tdap,States,Wisconsin,2013,Age,>=35 Years,41.0,27.3 to 55.8,122,WI,2013,1535700,182600,3.4535347156802865
Tdap,States,Wisconsin,2016,Age,25-34 Years,81.6,77.0 to 85.6,672,WI,2016,1600500,106500,3.4535347156802865
Tdap,States,Wisconsin,2013,Age,25-34 Years,43.4,37.9 to 49.0,678,WI,2013,1535700,182600,3.4535347156802865
Tdap,States,Wisconsin,2014,Age,25-34 Years,65.7,60.5 to 70.7,701,WI,2014,1567500,148400,3.4535347156802865
Tdap,States,Wisconsin,2017,Age,25-34 Years,81.1,76.6 to 85.1,673,WI,2017,1598500,101600,3.4535347156802865
Tdap,States,Wisconsin,2018,Age,25-34 Years,81.2,76.4 to 85.4,568,WI,2018,1581300,119300,3.4535347156802865
Tdap,States,Wisconsin,2020,Age,>=35 Years,80.8,72.5 to 87.5,254,WI,2020,NA,NA,3.4535347156802865
Tdap,States,Wisconsin,2015,Age,>=35 Years,67.5,56.3 to 77.4,162,WI,2015,1606200,110100,3.4535347156802865
Tdap,States,Wisconsin,2012,Race and Ethnicity,"Black, Non-Hispanic",17.7,14.2 to 21.7,555,WI,2012,1530500,188500,3.4535347156802865
Tdap,States,Wisconsin,2016,Race and Ethnicity,"Black, Non-Hispanic",73.4,67.8 to 78.5,438,WI,2016,1600500,106500,3.4535347156802865
Tdap,States,Wisconsin,2014,Race and Ethnicity,"Black, Non-Hispanic",51.4,46.3 to 56.5,527,WI,2014,1567500,148400,3.4535347156802865
Tdap,States,Wisconsin,2013,Race and Ethnicity,"Black, Non-Hispanic",32.3,27.7 to 37.2,524,WI,2013,1535700,182600,3.4535347156802865
Tdap,States,Wisconsin,2016,Age,>=35 Years,82.2,72.3 to 89.7,164,WI,2016,1600500,106500,3.4535347156802865
Tdap,States,Wisconsin,2017,Age,>=35 Years,64.3,52.1 to 75.2,154,WI,2017,1598500,101600,3.4535347156802865
Tdap,States,Wisconsin,2018,Age,>=35 Years,76.3,65.4 to 85.1,137,WI,2018,1581300,119300,3.4535347156802865
Tdap,States,Wisconsin,2019,Age,>=35 Years,72.6,60.9 to 82.4,133,WI,2019,1588800,113400,3.4535347156802865
Tdap,States,Wisconsin,2016,Race and Ethnicity,"White, Non-Hispanic",82.0,77.1 to 86.3,311,WI,2016,1600500,106500,3.4535347156802865
Tdap,States,Wisconsin,2017,Race and Ethnicity,"White, Non-Hispanic",78.6,73.5 to 83.1,317,WI,2017,1598500,101600,3.4535347156802865
Tdap,States,Wisconsin,2015,Race and Ethnicity,"White, Non-Hispanic",70.6,64.7 to 76.0,298,WI,2015,1606200,110100,3.4535347156802865
Tdap,States,Wisconsin,2014,Race and Ethnicity,"White, Non-Hispanic",61.9,56.2 to 67.3,321,WI,2014,1567500,148400,3.4535347156802865
Tdap,States,Wisconsin,2013,Race and Ethnicity,"White, Non-Hispanic",45.8,39.9 to 51.7,313,WI,2013,1535700,182600,3.4535347156802865
Tdap,States,Wisconsin,2012,Race and Ethnicity,"White, Non-Hispanic",18.5,14.2 to 23.5,299,WI,2012,1530500,188500,3.4535347156802865
Tdap,States,Wisconsin,2018,Race and Ethnicity,"Black, Non-Hispanic",67.8,62.8 to 72.5,368,WI,2018,1581300,119300,3.4535347156802865
Tdap,States,Wisconsin,2017,Race and Ethnicity,"Black, Non-Hispanic",72.5,67.4 to 77.2,522,WI,2017,1598500,101600,3.4535347156802865
Tdap,States,Wisconsin,2020,Race and Ethnicity,"White, Non-Hispanic",82.8,78.4 to 86.7,364,WI,2020,NA,NA,3.4535347156802865
Tdap,States,Wisconsin,2019,Race and Ethnicity,"White, Non-Hispanic",78.4,72.6 to 83.5,270,WI,2019,1588800,113400,3.4535347156802865
Tdap,States,Wisconsin,2018,Race and Ethnicity,"White, Non-Hispanic",80.0,74.5 to 84.7,271,WI,2018,1581300,119300,3.4535347156802865
Influenza,States,Wisconsin,2022,Age,>=18 Years,60.0,55.5 to 64.4,802,WI,2022,1577500,101100,3.4535347156802865
Influenza,States,Wisconsin,2022,Age,>=35 Years,74.3,65.1 to 82.2,163,WI,2022,1577500,101100,3.4535347156802865
Tdap,States,Wisconsin,2022,Age,>=18 Years,78.2,74.1 to 81.9,750,WI,2022,1577500,101100,3.4535347156802865
Tdap,States,Wisconsin,2022,Age,>=35 Years,85.3,76.7 to 91.6,150,WI,2022,1577500,101100,3.4535347156802865
Influenza,States,Wisconsin,2022,Age,18-24 Years,49.8,38.7 to 60.9,159,WI,2022,1577500,101100,3.4535347156802865
Influenza,States,Wisconsin,2022,Age,25-34 Years,57.5,51.6 to 63.2,480,WI,2022,1577500,101100,3.4535347156802865
Tdap,States,Wisconsin,2022,Age,18-24 Years,74.8,63.8 to 83.9,149,WI,2022,1577500,101100,3.4535347156802865
Tdap,States,Wisconsin,2022,Age,25-34 Years,76.6,71.2 to 81.4,451,WI,2022,1577500,101100,3.4535347156802865
Influenza,States,Wisconsin,2022,Race and Ethnicity,"White, Non-Hispanic",60.6,54.4 to 66.6,267,WI,2022,1577500,101100,3.4535347156802865
Influenza,States,Wisconsin,2022,Race and Ethnicity,"Black, Non-Hispanic",47.0,39.9 to 54.2,212,WI,2022,1577500,101100,3.4535347156802865
Influenza,States,Wisconsin,2022,Race and Ethnicity,Hispanic,60.5,52.5 to 68.1,165,WI,2022,1577500,101100,3.4535347156802865
Influenza,States,Wisconsin,2022,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",67.4,59.2 to 74.9,157,WI,2022,1577500,101100,3.4535347156802865
Tdap,States,Wisconsin,2022,Race and Ethnicity,"White, Non-Hispanic",79.6,74.0 to 84.5,255,WI,2022,1577500,101100,3.4535347156802865
Tdap,States,Wisconsin,2022,Race and Ethnicity,"Black, Non-Hispanic",61.8,54.3 to 68.9,201,WI,2022,1577500,101100,3.4535347156802865
Tdap,States,Wisconsin,2022,Race and Ethnicity,Hispanic,82.4,75.3 to 88.1,154,WI,2022,1577500,101100,3.4535347156802865
Tdap,States,Wisconsin,2022,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",77.8,69.8 to 84.5,139,WI,2022,1577500,101100,3.4535347156802865
Influenza,States,Delaware,2020,Age,>=18 Years,62.9,59.2 to 66.5,825,DE,2020,NA,NA,3.1211355896920256
Influenza,States,Delaware,2012,Age,18-24 Years,33.4,27.8 to 39.3,288,DE,2012,252100,28100,3.1211355896920256
Influenza,States,Delaware,2012,Age,>=18 Years,41.6,38.4 to 44.8,981,DE,2012,252100,28100,3.1211355896920256
Influenza,States,Delaware,2020,Age,18-24 Years,51.1,41.9 to 60.3,140,DE,2020,NA,NA,3.1211355896920256
Influenza,States,Delaware,2020,Age,25-34 Years,64.2,59.4 to 68.8,505,DE,2020,NA,NA,3.1211355896920256
Influenza,States,Delaware,2020,Age,>=35 Years,71.1,63.5 to 77.9,180,DE,2020,NA,NA,3.1211355896920256
Influenza,States,Delaware,2012,Age,>=35 Years,39.4,31.4 to 47.8,157,DE,2012,252100,28100,3.1211355896920256
Influenza,States,Delaware,2012,Age,25-34 Years,46.9,42.5 to 51.3,536,DE,2012,252100,28100,3.1211355896920256
Influenza,States,Delaware,2020,Race and Ethnicity,"Black, Non-Hispanic",54.4,46.4 to 62.2,196,DE,2020,NA,NA,3.1211355896920256
Influenza,States,Delaware,2012,Race and Ethnicity,Hispanic,57.8,48.2 to 66.9,120,DE,2012,252100,28100,3.1211355896920256
Influenza,States,Delaware,2012,Race and Ethnicity,"Black, Non-Hispanic",28.3,22.3 to 35.0,230,DE,2012,252100,28100,3.1211355896920256
Influenza,States,Delaware,2020,Race and Ethnicity,"White, Non-Hispanic",65.9,60.8 to 70.8,421,DE,2020,NA,NA,3.1211355896920256
Influenza,States,Delaware,2012,Race and Ethnicity,"White, Non-Hispanic",43.3,39.1 to 47.5,575,DE,2012,252100,28100,3.1211355896920256
Influenza,States,Delaware,2012,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",46.8,32.9 to 61.1,54,DE,2012,252100,28100,3.1211355896920256
Influenza,States,Delaware,2020,Race and Ethnicity,Hispanic,65.1,55.5 to 73.8,129,DE,2020,NA,NA,3.1211355896920256
Influenza,States,Delaware,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",67.1,54.2 to 78.3,78,DE,2020,NA,NA,3.1211355896920256
Influenza,States,Vermont,2017,Age,>=18 Years,70.1,66.6 to 73.4,819,VT,2017,NA,10300,4.846052322490511
Influenza,States,Vermont,2017,Age,18-24 Years,65.4,55.2 to 74.7,108,VT,2017,NA,10300,4.846052322490511
Influenza,States,Vermont,2017,Age,25-34 Years,70.6,66.3 to 74.7,534,VT,2017,NA,10300,4.846052322490511
Influenza,States,Vermont,2017,Age,>=35 Years,72.2,64.5 to 79.0,177,VT,2017,NA,10300,4.846052322490511
Influenza,States,Vermont,2017,Race and Ethnicity,"White, Non-Hispanic",69.9,66.3 to 73.4,747,VT,2017,NA,10300,4.846052322490511
Influenza,States,Vermont,2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",72.0,59.4 to 82.5,72,VT,2017,NA,10300,4.846052322490511
Influenza,States,Vermont,2018,Age,>=18 Years,67.8,64.4 to 71.0,854,VT,2018,NA,8200,4.846052322490511
Influenza,States,Vermont,2018,Age,18-24 Years,55.7,45.3 to 65.8,112,VT,2018,NA,8200,4.846052322490511
Influenza,States,Vermont,2018,Age,25-34 Years,70.9,66.9 to 74.7,552,VT,2018,NA,8200,4.846052322490511
Influenza,States,Vermont,2018,Age,>=35 Years,68.2,61.0 to 74.8,190,VT,2018,NA,8200,4.846052322490511
Influenza,States,Vermont,2018,Race and Ethnicity,"White, Non-Hispanic",67.3,63.8 to 70.7,790,VT,2018,NA,8200,4.846052322490511
Influenza,States,Vermont,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",73.7,60.0 to 84.7,64,VT,2018,NA,8200,4.846052322490511
Influenza,States,Vermont,2016,Age,>=18 Years,65.9,62.6 to 69.1,889,VT,2016,NA,6800,4.846052322490511
Influenza,States,Vermont,2016,Age,18-24 Years,52.2,43.7 to 60.6,152,VT,2016,NA,6800,4.846052322490511
Influenza,States,Vermont,2016,Age,25-34 Years,67.3,63.0 to 71.4,544,VT,2016,NA,6800,4.846052322490511
Influenza,States,Vermont,2016,Age,>=35 Years,74.5,67.5 to 80.7,193,VT,2016,NA,6800,4.846052322490511
Influenza,States,Vermont,2016,Race and Ethnicity,"White, Non-Hispanic",65.7,62.2 to 69.1,814,VT,2016,NA,6800,4.846052322490511
Influenza,States,Vermont,2016,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",67.9,56.0 to 78.3,75,VT,2016,NA,6800,4.846052322490511
Influenza,States,Vermont,2019,Age,>=18 Years,72.4,68.9 to 75.7,765,VT,2019,NA,8400,4.846052322490511
Influenza,States,Vermont,2019,Age,18-24 Years,59.3,48.9 to 69.2,104,VT,2019,NA,8400,4.846052322490511
Influenza,States,Vermont,2019,Age,25-34 Years,74.3,70.1 to 78.2,504,VT,2019,NA,8400,4.846052322490511
Influenza,States,Vermont,2019,Age,>=35 Years,77.2,69.6 to 83.7,157,VT,2019,NA,8400,4.846052322490511
Influenza,States,Vermont,2019,Race and Ethnicity,"White, Non-Hispanic",71.4,67.7 to 74.9,694,VT,2019,NA,8400,4.846052322490511
Influenza,States,Vermont,2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",81.5,69.7 to 90.2,71,VT,2019,NA,8400,4.846052322490511
Influenza,States,Vermont,2013,Age,18-24 Years,61.4,53.6 to 68.8,193,VT,2013,175900,13000,4.846052322490511
Influenza,States,Vermont,2013,Age,25-34 Years,65.3,61.2 to 69.3,575,VT,2013,175900,13000,4.846052322490511
Influenza,States,Vermont,2013,Age,>=35 Years,71.3,63.5 to 78.3,164,VT,2013,175900,13000,4.846052322490511
Influenza,States,Vermont,2013,Age,>=18 Years,65.5,62.2 to 68.7,932,VT,2013,175900,13000,4.846052322490511
Influenza,States,Vermont,2021,Race and Ethnicity,"White, Non-Hispanic",69.3,66.0 to 72.4,864,VT,2021,NA,4800,4.846052322490511
Influenza,States,Vermont,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",79.6,68.5 to 88.2,72,VT,2021,NA,4800,4.846052322490511
Tdap,States,Vermont,2021,Race and Ethnicity,"White, Non-Hispanic",86.6,84.1 to 88.9,832,VT,2021,NA,4800,4.846052322490511
Tdap,States,Vermont,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",80.4,68.5 to 89.3,63,VT,2021,NA,4800,4.846052322490511
Influenza,States,Vermont,2014,Age,>=18 Years,65.0,61.8 to 68.1,952,VT,2014,NA,10300,4.846052322490511
Influenza,States,Vermont,2014,Age,18-24 Years,54.8,47.8 to 61.7,209,VT,2014,NA,10300,4.846052322490511
Influenza,States,Vermont,2014,Age,25-34 Years,67.2,63.2 to 71.0,579,VT,2014,NA,10300,4.846052322490511
Influenza,States,Vermont,2014,Age,>=35 Years,72.1,64.3 to 79.0,164,VT,2014,NA,10300,4.846052322490511
Influenza,States,Vermont,2014,Race and Ethnicity,"White, Non-Hispanic",64.9,61.6 to 68.1,877,VT,2014,NA,10300,4.846052322490511
Influenza,States,Vermont,2014,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",66.1,54.2 to 76.7,75,VT,2014,NA,10300,4.846052322490511
Influenza,States,Vermont,2015,Age,>=18 Years,59.9,56.4 to 63.3,857,VT,2015,NA,8900,4.846052322490511
Influenza,States,Vermont,2015,Age,18-24 Years,51.7,43.8 to 59.5,176,VT,2015,NA,8900,4.846052322490511
Influenza,States,Vermont,2015,Age,25-34 Years,63.2,58.8 to 67.5,509,VT,2015,NA,8900,4.846052322490511
Influenza,States,Vermont,2015,Age,>=35 Years,59.5,51.6 to 67.1,172,VT,2015,NA,8900,4.846052322490511
Influenza,States,Vermont,2015,Race and Ethnicity,"White, Non-Hispanic",60.4,56.7 to 64.0,739,VT,2015,NA,8900,4.846052322490511
Influenza,States,Vermont,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",56.6,46.5 to 66.3,118,VT,2015,NA,8900,4.846052322490511
Influenza,States,Vermont,2021,Age,>=18 Years,70.2,67.1 to 73.2,936,VT,2021,NA,4800,4.846052322490511
Influenza,States,Vermont,2021,Age,18-24 Years,62.7,52.0 to 72.6,94,VT,2021,NA,4800,4.846052322490511
Influenza,States,Vermont,2021,Age,25-34 Years,69.6,65.6 to 73.4,572,VT,2021,NA,4800,4.846052322490511
Influenza,States,Vermont,2021,Age,>=35 Years,74.8,69.1 to 80.0,270,VT,2021,NA,4800,4.846052322490511
Tdap,States,Vermont,2021,Age,>=18 Years,86.2,83.8 to 88.4,895,VT,2021,NA,4800,4.846052322490511
Tdap,States,Vermont,2021,Age,18-24 Years,91.9,83.8 to 96.8,83,VT,2021,NA,4800,4.846052322490511
Tdap,States,Vermont,2021,Age,25-34 Years,86.8,83.7 to 89.5,555,VT,2021,NA,4800,4.846052322490511
Tdap,States,Vermont,2021,Age,>=35 Years,82.4,77.1 to 86.9,257,VT,2021,NA,4800,4.846052322490511
Influenza,States,Vermont,2013,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",66.5,53.1 to 78.2,65,VT,2013,175900,13000,4.846052322490511
Influenza,States,Vermont,2013,Race and Ethnicity,"White, Non-Hispanic",65.4,62.0 to 68.7,867,VT,2013,175900,13000,4.846052322490511
Influenza,States,Iowa,2020,Age,>=18 Years,77.1,72.8 to 81.0,694,IA,2020,NA,NA,4.2078058013752155
Influenza,States,Iowa,2020,Race and Ethnicity,Hispanic,72.9,56.9 to 85.5,45,IA,2020,NA,NA,4.2078058013752155
Influenza,States,Iowa,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,IA,2020,NA,NA,4.2078058013752155
Influenza,States,Iowa,2020,Race and Ethnicity,"White, Non-Hispanic",79.6,74.5 to 84.1,321,IA,2020,NA,NA,4.2078058013752155
Influenza,States,Iowa,2020,Race and Ethnicity,"Black, Non-Hispanic",62.6,56.9 to 68.0,308,IA,2020,NA,NA,4.2078058013752155
Influenza,States,Iowa,2020,Age,18-24 Years,73.3,61.0 to 83.4,122,IA,2020,NA,NA,4.2078058013752155
Influenza,States,Iowa,2020,Age,25-34 Years,77.1,71.8 to 81.8,453,IA,2020,NA,NA,4.2078058013752155
Influenza,States,Iowa,2020,Age,>=35 Years,81.7,70.3 to 90.1,119,IA,2020,NA,NA,4.2078058013752155
Influenza,States,Iowa,2015,Race and Ethnicity,"Black, Non-Hispanic",58.0,52.4 to 63.4,325,IA,2015,845900,53000,4.2078058013752155
Influenza,States,Iowa,2015,Race and Ethnicity,Hispanic,66.1,61.1 to 70.9,379,IA,2015,845900,53000,4.2078058013752155
Influenza,States,Iowa,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,IA,2015,845900,53000,4.2078058013752155
Influenza,States,Hawaii,2013,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",51.3,46.7 to 55.9,849,HI,2013,369700,37500,3.5031835944551992
Influenza,States,Hawaii,2013,Race and Ethnicity,Hispanic,44.2,35.3 to 53.4,238,HI,2013,369700,37500,3.5031835944551992
Influenza,States,Hawaii,2013,Age,18-24 Years,45.5,38.2 to 53.0,351,HI,2013,369700,37500,3.5031835944551992
Influenza,States,Hawaii,2013,Age,25-34 Years,50.5,45.6 to 55.4,777,HI,2013,369700,37500,3.5031835944551992
Influenza,States,Hawaii,2013,Age,>=35 Years,57.8,49.9 to 65.5,285,HI,2013,369700,37500,3.5031835944551992
Influenza,States,Hawaii,2013,Race and Ethnicity,"White, Non-Hispanic",50.3,42.4 to 58.2,300,HI,2013,369700,37500,3.5031835944551992
Influenza,States,Hawaii,2013,Race and Ethnicity,"Black, Non-Hispanic",NR*,NR*,NA,HI,2013,369700,37500,3.5031835944551992
Influenza,States,Alabama,2021,Age,>=18 Years,45.8,42.0 to 49.7,667,AL,2021,1287800,201900,3.5098959540397328
Influenza,States,Alabama,2021,Age,18-24 Years,34.8,27.6 to 42.5,177,AL,2021,1287800,201900,3.5098959540397328
Influenza,States,Alabama,2021,Age,25-34 Years,48.5,43.5 to 53.6,402,AL,2021,1287800,201900,3.5098959540397328
Influenza,States,Alabama,2021,Age,>=35 Years,57.7,46.7 to 68.2,88,AL,2021,1287800,201900,3.5098959540397328
Influenza,States,Alabama,2017,Age,>=18 Years,47.3,43.7 to 50.9,842,AL,2017,1269000,194100,3.5098959540397328
Influenza,States,Alabama,2017,Age,18-24 Years,36.6,30.5 to 43.1,271,AL,2017,1269000,194100,3.5098959540397328
Influenza,States,Alabama,2017,Age,25-34 Years,52.9,48.0 to 57.8,462,AL,2017,1269000,194100,3.5098959540397328
Influenza,States,Alabama,2017,Age,>=35 Years,50.6,40.6 to 60.6,109,AL,2017,1269000,194100,3.5098959540397328
Influenza,States,Alabama,2017,Race and Ethnicity,"White, Non-Hispanic",49.2,44.6 to 53.8,465,AL,2017,1269000,194100,3.5098959540397328
Influenza,States,Alabama,2014,Race and Ethnicity,"Black, Non-Hispanic",30.8,24.9 to 37.2,228,AL,2014,1235300,243900,3.5098959540397328
Influenza,States,Alabama,2014,Race and Ethnicity,Hispanic,38.0,24.1 to 53.5,46,AL,2014,1235300,243900,3.5098959540397328
Influenza,States,Alabama,2014,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,AL,2014,1235300,243900,3.5098959540397328
Influenza,States,Alabama,2021,Race and Ethnicity,"White, Non-Hispanic",49.8,44.6 to 55.0,373,AL,2021,1287800,201900,3.5098959540397328
Influenza,States,Alabama,2021,Race and Ethnicity,"Black, Non-Hispanic",35.0,27.8 to 42.8,175,AL,2021,1287800,201900,3.5098959540397328
Influenza,States,Alabama,2021,Race and Ethnicity,Hispanic,47.0,36.6 to 57.6,97,AL,2021,1287800,201900,3.5098959540397328
Influenza,States,Alabama,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,AL,2021,1287800,201900,3.5098959540397328
Influenza,States,Alabama,2015,Age,>=18 Years,47.4,43.9 to 50.9,804,AL,2015,1265800,204200,3.5098959540397328
Influenza,States,Alabama,2015,Age,18-24 Years,37.6,31.6 to 43.9,258,AL,2015,1265800,204200,3.5098959540397328
Influenza,States,Alabama,2015,Age,25-34 Years,53.3,48.5 to 58.0,445,AL,2015,1265800,204200,3.5098959540397328
Influenza,States,Alabama,2015,Age,>=35 Years,49.1,39.0 to 59.2,101,AL,2015,1265800,204200,3.5098959540397328
Influenza,States,Alabama,2015,Race and Ethnicity,"White, Non-Hispanic",52.3,47.8 to 56.7,501,AL,2015,1265800,204200,3.5098959540397328
Influenza,States,Alabama,2015,Race and Ethnicity,"Black, Non-Hispanic",38.2,31.6 to 45.2,211,AL,2015,1265800,204200,3.5098959540397328
Influenza,States,Alabama,2015,Race and Ethnicity,Hispanic,38.9,27.5 to 51.3,70,AL,2015,1265800,204200,3.5098959540397328
Influenza,States,Alabama,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,AL,2015,1265800,204200,3.5098959540397328
Influenza,States,Alabama,2014,Age,>=18 Years,42.4,39.0 to 45.9,823,AL,2014,1235300,243900,3.5098959540397328
Influenza,States,Alabama,2014,Age,18-24 Years,37.4,31.7 to 43.4,282,AL,2014,1235300,243900,3.5098959540397328
Influenza,States,Alabama,2014,Age,25-34 Years,44.0,39.4 to 48.7,463,AL,2014,1235300,243900,3.5098959540397328
Influenza,States,Alabama,2014,Age,>=35 Years,51.7,40.1 to 63.2,78,AL,2014,1235300,243900,3.5098959540397328
Influenza,States,Alabama,2014,Race and Ethnicity,"White, Non-Hispanic",48.8,44.5 to 53.2,527,AL,2014,1235300,243900,3.5098959540397328
Influenza,States,Alabama,2019,Age,>=18 Years,52.8,49.2 to 56.4,768,AL,2019,1270200,194300,3.5098959540397328
Influenza,States,Alabama,2019,Age,18-24 Years,42.4,35.5 to 49.5,205,AL,2019,1270200,194300,3.5098959540397328
Influenza,States,Alabama,2019,Age,25-34 Years,55.3,50.6 to 59.9,462,AL,2019,1270200,194300,3.5098959540397328
Influenza,States,Alabama,2019,Age,>=35 Years,66.2,55.9 to 75.5,101,AL,2019,1270200,194300,3.5098959540397328
